row,era,anchor_volume,anchor_doc,anchor_url,anchor_snippet,neighbor_volume,neighbor_doc,neighbor_url,neighbor_snippet,verdict (good / moderate / garbage),note
57,interwar,frus1938v01,d174,https://history.state.gov/historicaldocuments/frus1938v01/d174,"852.00/8164: Telegram The Counselor of Embassy in Spain ( Thurston ) to the Secretary of State Barcelona , June 28, 1938—3 p.m. [Received 6 p.m.] 989. I requested Del Vayo this morning (an appointment yesterday had been canceled) to inform me with respect to the reports currently circulating that the Government may undertake retaliatory air raids over foreign territory. For reply he cited paragraph 3 of his response (apparently dated June 27 and published in today’s papers) to the note of June 24 from the British Embassy announcing the formation of the British-Swedish-Norwegian commission to e",frus1938v01,d194,https://history.state.gov/historicaldocuments/frus1938v01/d194,"852.00/8387: Telegram The Counselor of Embassy in Spain ( Thurston ) to the Secretary of State Mataro , August 23, 1938—5 p.m. [Received August 23—5 p.m.] 1034. Paragraph 3 of my 1022, August 14. Señor Del Vayo informed me this morning that in view of the negative nature of Franco’s reply to the non-intervention plan Printed in the London Times , August 22, 1938. he summoned the French Ambassador and the British Chargé d’Affaires to the Ministry of State last evening and, after reminding them that the Spanish Government had approved the plan largely as a result of the repeated assurances and i",,
58,interwar,frus1938v01,d685,https://history.state.gov/historicaldocuments/frus1938v01/d685,"760F.62/1193½ Memorandum by the Secretary of State to President Roosevelt Photostatic copy obtained from the Franklin D. Roosevelt Library, Hyde Park, N. Y. Washington , October 1, 1938 . The attached confidential memorandum, handed to me by Mr. Messersmith on September 29th, while prepared previous to the Munich meeting, contains some comment and views in which you might be interested. Hull [Annex] The Assistant Secretary of State ( Messersmith ) to the Secretary of State [ Washington ,] September 29, 1938 . Dear Mr. Secretary : Needless to say I shared yesterday the general relief which was ",frus1938v01,d7,https://history.state.gov/historicaldocuments/frus1938v01/d7,"762.63/489½ Memorandum by the Assistant Secretary of State ( Messersmith ) to the Secretary of State Transmitted to President Roosevelt by the Secretary of State; photostatic copy obtained from the Franklin D. Roosevelt Library, Hyde Park, N. Y. [ Washington ,] February 18, 1938 . It occurs to me that you may be interested to have my reactions on the recent developments in Austria and particularly as to how they may affect the general situation. I believe it is still too early to determine what the ultimate effect of recent events may be but I can only see the general situation as further dete",,
59,interwar,frus1938v01,d252,https://history.state.gov/historicaldocuments/frus1938v01/d252,"852.2221/755: Telegram The Secretary of State to the Consul at Seville ( Bay ) Washington , March 26, 1938—4 p.m. 11. Your telegram No. 15 of March 22, noon. In view of statement by General Queipo de Llano that a considerable number of Americans were captured recently by forces of General Franco, you are requested to make inquiry through him regarding whereabouts and welfare of following American citizens reported captured by Franco forces while serving with armed forces of Spanish Government: Ezak Babsky, Morris Ecker, Ralph Lawrence Neafus, Leon Norvell Ticer and Paul MacEachron, Jr. Departm",frus1938v01,d262,https://history.state.gov/historicaldocuments/frus1938v01/d262,"852.2221/823: Telegram The Secretary of State to the Consul at Seville ( Bay ) Washington , May 9, 1938—7 p.m. 19. Your despatches Nos. 220 and 223 of April 2 and April 16, 1938, Neither printed. regarding American citizens captured by Franco forces while serving with Spanish Government forces. Our position in this regard was set forth in Department’s telegram of November 6, noon. Foreign Relations , 1937, vol. i , p. 554 . In view of the various rumors and reports regarding treatment of prisoners it would be helpful if you could obtain definite statement in this regard from appropriate author",,
60,interwar,frus1938v01,d463,https://history.state.gov/historicaldocuments/frus1938v01/d463,"863.00/1485: Telegram The Ambassador in the United Kingdom ( Kennedy ) to the Secretary of State London , March 15, 1938—6 p.m. [Received March 15—3:25 p.m.] 217. The Prime Minister’s speech For text of speech, see Documents on British Foreign Policy, 1919–1939 , 3d ser., vol. i , document No. 79, p. 44. in the House of Commons yesterday gives the summary of the events leading up to the German occupation in Austria. He describes the strong British protest of March 11 “against such use of cohesion backed by force”. Such action was bound “to produce the gravest consequences of which it was impos",frus1938v01,d418,https://history.state.gov/historicaldocuments/frus1938v01/d418,"762.63/454: Telegram The Chargé in Germany ( Gilbert ) to the Secretary of State Berlin , February 18, 1938—7 p.m. [Received February 18—4:25 p.m.] 63. The British Counselor discussed with me this morning the British Embassy’s views on the Austrian development and brought me up to date on the matter of current Anglo-German relationships. The following is thus largely in continuation of my 56, February 14, 7 p.m. Not printed. He said that the British Ambassador Nevile Henderson. on his recent visit to London was himself “commissioned” to “continue the Hitler-Halifax conversations” See telegram ",,
61,interwar,frus1938v01,d540,https://history.state.gov/historicaldocuments/frus1938v01/d540,"760F.62/607: Telegram The Ambassador in France ( Bullitt ) to the Secretary of State Paris , August 26, 1938—midnight . [Received August 27—10:25 a.m.] 1355. I discussed the general situation with Bonnet this afternoon. He had been most impressed by the conversations of the German Ministers in Bucharest and Bled with the Rumanian and Yugoslav Governments (reported in my 1350, August 26, 4: p.m.) and said that they seemed to indicate that Germany really intended to use force against Czechoslovakia in the near future. I asked him if he did not feel that a contrary interpretation was possible, to",frus1938v01,d572,https://history.state.gov/historicaldocuments/frus1938v01/d572,"760F.62/799 The Ambassador in France ( Bullitt ) to the Secretary of State Paris , September 14, 1938—1 p.m. [Received 2:10 p.m.] 1454. As I told you over the telephone last night Daladier called Chamberlain on the telephone yesterday and proposed to him that the British and French Governments should invite the German Government to meet them in an immediate conference to work out a settlement of the Sudeten dispute. Chamberlain, whose French is not good, had difficulty in understanding and the message was finally transmitted through the British Ambassador in Paris. This morning I talked with t",,
62,interwar,frus1938v01,d297,https://history.state.gov/historicaldocuments/frus1938v01/d297,"352.115 Anderson, Clayton and Co./66 The Counselor of Embassy in Spain ( Thurston ) to the Secretary of State No. 448 San Andrés de Llavaneras , July 16, 1938 . [Received August 2.] Sir : I have the honor to refer to the Department’s instruction number 523 (File No. 352.115 Anderson, Clayton and Co./63[ 64 ]), dated June 16, 1938, and to report as follows— 1. I have submitted to the Spanish Ministry of State, for study by the Foreign Claims Commission, the claim of Anderson, Clayton and Co. for payment in the amount of $15, 122.11 for 213 bales of cotton belonging to it requisitioned by Govern",frus1938v01,d281,https://history.state.gov/historicaldocuments/frus1938v01/d281,"352.115 Anderson, Clayton and Co./64 The Secretary of State to the Counselor of Embassy in Spain ( Thurston ) No. 523 Washington , June 16, 1938 . Sir : The Department refers to its instruction no. 489 of November 22, 1937 Foreign Relations , 1937, vol. i , p. 557 . and your reply no. 291 of January 6, 1938, Ante , p. 262 . concerning the Commission appointed pursuant to the decrees of August 6 and August 31, 1937, charged with the examination and the preparation of a report upon petitions and claims addressed to the Government of the Spanish Republic by foreign entities or persons arising wit",,
63,interwar,frus1938v01,d805,https://history.state.gov/historicaldocuments/frus1938v01/d805,"840.48 Refugees/929a: Telegram The Secretary of State to the Ambassador in the United Kingdom ( Kennedy ) Washington , November 18, 1938 . 710. For Rublee. The Secretary today made the following announcement at his press conference: “The President has asked Mr. Myron Taylor to go again to London as the representative of the Government of the United States to meet with his colleagues of the Intergovernmental Committee on Political Refugees in the near future. Mr. Taylor plans to sail on November 26. The developments of the last few days in Germany have redoubled the urgency of finding new homes",frus1938v01,d806,https://history.state.gov/historicaldocuments/frus1938v01/d806,"840.48 Refugees/921a: Telegram The Secretary of State to the Ambassador in the United Kingdom ( Kennedy ) Washington , November 18, 1938—7 p.m. 713. For Rublee. Department’s 710, November 18. In view of the urgent need for action to meet the situation created by last week’s developments in Germany, we feel strongly that a full meeting of the Committee rather than a meeting of its officers should be called. The President has accordingly asked Mr. Taylor to go to London for such a meeting. Mr. Taylor’s departure on November 26 will enable him to receive the benefit of Ambassador Wilson’s views b",,
64,interwar,frus1938v01,d499,https://history.state.gov/historicaldocuments/frus1938v01/d499,"760F.62/238: Telegram The Ambassador in Germany ( Wilson ) to the Secretary of State Berlin , May 6, 1938—7 p.m. [Received May 6—4:30 p.m.] 226. With reference to the Embassy’s telegram No. 223, May 5, 4 p.m., Not printed. the French Embassy confirms that France and Great Britain will make parallel démarches at Praha. See British Documents , 3d ser., vol. i , doc. No. 195, p. 265. According to the French the chief feature of these will be a statement to the Czechoslovak Government that up to the present sufficient concessions have not been made to the Sudeten Germans. It was explained that the",frus1938v01,d508,https://history.state.gov/historicaldocuments/frus1938v01/d508,"760F.62/285: Telegram The Ambassador in Germany ( Wilson ) to the Secretary of State Berlin , May 21, 1938—6 p.m. [Received May 21—3:20 p.m.] 260. I am sending (my 259, May 21, 1 p.m. Not printed. ) a telegram describing this morning’s press concerning incidents in Czechoslovakia in which 100 people are reported wounded. Whether true or not, the publishing of such affairs is a grave matter and tends to prepare the German people for any developments. Newspaper men tell me that further reports have been received of the shooting of two Sudeten Deutsche by Czech troops. Both the British and French",,
65,interwar,frus1938v01,d815,https://history.state.gov/historicaldocuments/frus1938v01/d815,"840.48 Refugees/991a: Telegram The Acting Secretary of State to the Ambassador in the United Kingdom ( Kennedy ) Washington , November 26, 1938—4 p.m. 727. For Rublee. Department’s 720, November 23, 6 p.m. Not printed; see footnote 62, p. 836 . The substance of the replies so far received is as follows: Argentina. Le Breton can attend the meeting. The Foreign Minister cites serious difficulties, principally economic, admits need for agricultural development but finds refugees congregate in cities. Brazil. Lobo will take effective part in the meeting and will make a public statement along the l",frus1938v01,d821,https://history.state.gov/historicaldocuments/frus1938v01/d821,"840.48 Refugees/1018: Telegram The Acting Secretary of State to the Ambassador in the United Kingdom ( Kennedy ) Washington , December 1, 1938—8 p.m. 741. Department’s 720, November 23, 6 p.m. A formal reply has been received from the Argentine Government. Telegram No. 319, undated, from the Ambassador in Argentina, received November 29, 5:29 p.m., not printed. It expresses agreement with the humanitarian principles of the Committee and states that the Argentine will be represented at the December meeting in the same spirit. It then points out that the proportion of Jews to the population of t",,
66,interwar,frus1938v01,d170,https://history.state.gov/historicaldocuments/frus1938v01/d170,"852.00/8121: Telegram The Ambassador in Italy ( Phillips ) to the Secretary of State Rome , June 20, 1938—6 p.m. [Received June 20—3:35 p.m.] 153. My No. 144, June 13, 7 p.m. Not printed. Lord Perth informed me yesterday that he had received instructions again to take up with Count Ciano questions arising out of the Spanish situation. Without giving me any details he did not give me the impression that he was particularly optimistic with regard to the outcome. He added, however, that he would on his own initiative, which I presume was also under instructions, make every effort to induce the It",frus1938v01,d177,https://history.state.gov/historicaldocuments/frus1938v01/d177,"852.00/8185: Telegram The Ambassador in Italy ( Phillips ) to the Secretary of State Rome , July 5, 1938—11 a.m. [Received July 5—9:14 a.m.] 165. Embassy’s 160, June 29, noon. The British Ambassador told me last night that his conversation with Count Ciano on Saturday had been rather discouraging. Mussolini had rejected flatly any suggestion for a truce as well as the proposal for a unilateral withdrawal of a certain number of volunteers as a preliminary to putting the Anglo-Italian agreements into effect. The Duce had also instructed Ciano to inform Lord Perth that there was no possibility of",,
67,interwar,frus1938v01,d722,https://history.state.gov/historicaldocuments/frus1938v01/d722,"840.48 Refugees/315: Telegram The Secretary of State to the Ambassador in the United Kingdom ( Kennedy ) Washington , June 2, 1938—7 p.m. 249. Your 472, June 1, 7 p.m. You may inform the Foreign Office that the French Government has agreed to make the necessary arrangements for the organization of the meeting including the retention of the requisite personnel for the secretariat. Telegram No. 857, June. 1, 1 p.m., from the Ambassador in France; not printed. The French representative acting for the host country will preside at the opening session. We have not yet been informed at what building ",frus1938v01,d721,https://history.state.gov/historicaldocuments/frus1938v01/d721,"840.48 Refugees/315: Telegram The Ambassador in the United Kingdom ( Kennedy ) to the Secretary of State London , June 1, 1938—7 p.m. [Received June 1—3:15 p.m.] 472. My 433, May 31 [ 21 ], 2 p.m. Not printed. The Foreign Office states that it would appreciate being informed if possible (1) what steps, if any, have been taken regarding organization of the proposed conference at Evian; (2) what definite proposals the United States may have formulated regarding procedure, scope of the work and eventual solution of the problem? Does the United States contemplate the outcome of the conference as a",,
68,cold-war,frus1948v06,d251,https://history.state.gov/historicaldocuments/frus1948v06/d251,"501. BC Indonesia/9–1348: Telegram The Secretary of State to the Consulate General at Batavia confidential us urgent Washington , September 13, 1948—3 p. m. 415. Usgoc 138. Dept requested US Chiefs Missions Canberra Brussels Sept 10 approach FonOffs Australia, Belgium respectively explaining circumstances Indonesia necessitating approach to parties and members GOC suggested Gocus 367 Telegram 761, September 7, p. 322 . and asking support those govts USDel plan. Same day Dept called Counselor Brit Emb Wash, made similar explanation similar request, pointing out absolute necessity Brit FonOff av",frus1948v06,d236,https://history.state.gov/historicaldocuments/frus1948v06/d236,"501. BC Indonesia/9–248: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State secret us urgent niact Batavia , September 2, 1948—5 p. m. 747. Gocus 365. Deptel 394, August 31 to Batavia. US Delegation will forward its considered views to Department on September 6. Meanwhile, only action we believe Department should take would be to impress on Netherlands desirability of refraining from further apparent stiffening the attitude of Netherlands exemplified in recent steps by NEI Government ( Gocus 362, August 28 Telegram 734, p. 310 . ). We note Usgoc 133, September 2 was",,
69,cold-war,frus1948v06,d507,https://history.state.gov/historicaldocuments/frus1948v06/d507,"894.00/2–2748 The Acting Political Adviser in Japan ( Sebald ) to the Secretary of State restricted No. 127 Tokyo , February 27, 1948 . [Received March 9.] Sir : I have the honor to refer to the Foreign Service Regulations and to enclose copies of a letter dated February 24, 1948, addressed to General MacArthur, Not printed. and of a reply dated February 27, 1948, which I handed to Mr. James C. Y. Shen, of the Central News Agency of China, Tokyo, in my capacity as Chief of the Diplomatic Section of this Headquarters and Chairman, Allied Council for Japan. My reply was made at the request of Ge",frus1948v06,d519,https://history.state.gov/historicaldocuments/frus1948v06/d519,"740.00119 Control (Japan)/3–2548 Report by the Director of the Policy Planning Staff ( Kennan ) top secret [ Washington ,] March 25, 1948 . PPS 28 Recommendations With Respect to U.S. Policy Toward Japan A table of contents listed as follows: “I. Recommendations [;] II. Memoranda of Conversations with General of the Army Douglas MacArthur (A) March 1, 1948 (B) March 5, 1948 (C) March 21, 1948 [;] III. Discussion”. II and III follow here as Annexes 1 and 2. i. the peace treaty 1. Timing and Procedure . This Government should not press for a treaty of peace at this time. It should remain prepare",,
70,cold-war,frus1948v06,d742,https://history.state.gov/historicaldocuments/frus1948v06/d742,"501.BB Korea/2–1848: Telegram The Acting Political Adviser in Korea ( Langdon ) to the Secretary of State priority Seoul , February 18, 1948 . 96. Pol 1638. From Mitchell for Schuler. Frank A. Schuler, Jr., Associate Chief of Area Division V (Occupied Areas). Following is statement by Lieutenant General John R. Hodge, Commanding General United States Army Forces in Korea, issued here tonight. “The United Nations Temporary Commission on Korea, through its subcommittee II, desired to make contact, if practicable, with the following persons in the fulfillment of its task of consulting with all se",frus1948v06,d723,https://history.state.gov/historicaldocuments/frus1948v06/d723,"501.BB Korea/2–948: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State restricted Seoul , February 9, 1948 . 66. Cite Zpol 1284. For such value as it may have in persuading political leaders in hiding to appear before UN Commission, General Hodge issued on February 9 statement quoted below for radio and press dissemination. In this connection see General Dean’s order quoted Seoul PolAd 28, January 29. Not printed; Maj. Gen. William F. Dean was Military Governor of South Korea. “The United Nations temporary commission on Korea is anxious to consult with Koreans of all ",,
71,cold-war,frus1948v06,d838,https://history.state.gov/historicaldocuments/frus1948v06/d838,"501.BB Korea/7–1648: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State secret urgent Seoul , July 16, 1948 . 562. Cite Zpol 1087. Following are my comments in response to instructions contained Deptel 231, July 12: Not printed; it asked for comments on the circular telegram of July 10, 1 a. m., p. 1235 . 1. Insofar as I can ascertain, considerations set forth second section PolAd’s 533, July 8 Not printed; it added detail in support of General Hodge’s telegram Zgcg 967, June 28, p. 1229 . remain substantially same as reported except that I sense slight trouble of att",frus1948v06,d849,https://history.state.gov/historicaldocuments/frus1948v06/d849,"501.BB Korea/7–2448: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State secret us urgent Seoul , July 24, 1948 . 594. Cite Zpol 1134. Reference Deptel 250, July 21, See footnote 1, p. 1249 . my comments on USUN proposals correlated with information contained in Deptels 251, See footnote 1, p. 1247 . 252, See footnote 1, p. 1246 . 253 See footnote 1, p. 1243 . and 254 See footnote 1, p. 1242 . July 21, are as follows: 1. While suggestions of USUN have merit and might possibly have been tried if made several weeks ago, they are now too late. Weakest point in these sugge",,
72,cold-war,frus1948v06,d382,https://history.state.gov/historicaldocuments/frus1948v06/d382,"501. BC Indonesia/11–2648: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State secret Batavia , November 26, 1948—5 p. m. 1031. Gocus 458. Today 11:30 a. m. received Darmasetiawan, Supomo and Sudjono. Gave them list of 3 delegates and 14 advisors and secretaries constituting Netherlands group proceeding Jogja 27th by KLM . Told my friends secretly of visit with Stikker and gave them points ( Gocus 456 Supra . ) which they should communicate orally Hatta and Sukarno alone promptly on arrival Jogja 27th. Republicans told me Prime Ministers Pasundun and Eastern Indonesi",frus1948v06,d349,https://history.state.gov/historicaldocuments/frus1948v06/d349,"501. BC Indonesia/11–248: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State secret us urgent Batavia , November 2, 1948—11 p. m. 968. Gocus 428. Reference paragraph 8 Gocus 425. Telegram 962, November 1, p. 446 . Schuurman discussed with me 5:30 p. m. November 1 draft letter he proposed send me giving Netherlands delegation’s objections Hatta’s travelling Batavia with party and thence Sumatra. I said I had made best arrangements feasible for Hatta meet Stikker Batavia and would not go Jogja again for that purpose. He said he would consult Palace and kept letter. Sc",,
73,cold-war,frus1948v06,d726,https://history.state.gov/historicaldocuments/frus1948v06/d726,"895.00/2–1048: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State confidential Seoul , February 10, 1948 . 72. Cite Zpol 167. In recent conversation with someone whom he is believed to trust, Kim Koo expressed his views as follows: 1. Attitude toward other parties: Kim Koo came out rather strongly in stating that he would work with Kimm Kiusic and other middle of the road leaders. He said that their ideas for united Korea were basically same as his although in some ways their means of attaining this end might be different. He stated emphatically, however, that he coul",frus1948v06,d727,https://history.state.gov/historicaldocuments/frus1948v06/d727,"895.00/2–1048: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State confidential Seoul , February 10, 1948 . 73. Cite Zpol 168. In recent conversation with two persons whom he is believed to trust, Kimm Kiusic has stated his present views as follows: 1. Rhee and Hankook rightist groups: he expressed considerable resentment against the Rhee and Hankook rightist groups because of their attempt to damage his political standing in the provinces by constantly alleging that he is tool of American military government, while on other hand same groups are telling Americans that ",,
74,cold-war,frus1948v06,d201,https://history.state.gov/historicaldocuments/frus1948v06/d201,"501. BC Indonesia/6–3048: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State Batavia , June 30, 1948 . 575. Gocus 326. Following telegram sent SC by GOC : [For text of telegram, June 29, see SC , 3rd yr., Suppl. (July), page 11 (document S/858).] In statement at Steering Committee, Roem also said, as quoted GOC press release, that during 5 months since Renville Agreement no progress made in negotiations while Republic has been presented with series of faits accomplis which have seriously prejudiced Republic position, including setting up of new states Madura and Wes",frus1948v06,d142,https://history.state.gov/historicaldocuments/frus1948v06/d142,"501. BC Indonesia/5–2848: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State restricted Batavia , May 28, 1948—5 p. m. [Received May 31—7:11 a. m.] 439. Gocus 283. Netherlands delegation replied GOC letter on Bandung Conference by letter dated May 26 stating purpose conference is study problems bearing upon future status Indonesia and relationship Netherlands and future USI , to provide mutual consultations by Indonesians not represented by Republic delegation and to bring conclusions discussions to cognizance Netherlands and NEI Govts. Letter says Netherlands deleg",,
75,cold-war,frus1948v06,d571,https://history.state.gov/historicaldocuments/frus1948v06/d571,"740.00119 Control (Japan)/7–1648 The Acting Poliitical Adviser in Japan ( Sebald ) to the Secretary of State No. 447 Tokyo , July 16, 1948 . [Received July 26.] Sir : I have the honor to enclose Enclosures not printed. five copies of a general order issued by General Headquarters, Far East Command, to subordinate commands (General Order No. 18, July 9, 1948) establishing a separate military command as of August 1, 1948 for the Ryukyu Islands south of thirty degree north latitude. This command, which was formerly a part of the Philippine-Ryukyu Command, is designated RyCom , while the Philippin",frus1948v06,d579,https://history.state.gov/historicaldocuments/frus1948v06/d579,"740.00119 Control (Japan)/9–1448 The Acting Political Adviser in Japan ( Sebald ) to the Secretary of State No. 609 Tokyo , September 14, 1948 . [Received September 22.] The Acting Political Adviser has the honor to refer to this Mission’s despatch No. 447 of July 16, 1948 and to enclose Enclosures not printed. five copies of Staff Memorandum No. 33, September 8, 1948, of the Supreme Commander for the Allied Powers and the Far East Command, concerning military government in the Ryukyu Islands and non-military activities in Korea, and five copies of General Orders No. 22 of September 6, 1948 co",,
76,cold-war,frus1948v06,d255,https://history.state.gov/historicaldocuments/frus1948v06/d255,"856e.01/9–1448: Telegram The Secretary of State to the Embassy in the Netherlands secret Washington , September 14, 1948—6 p. m. 443. Van Kleffens called upon Lovett Sept 14 on subject Indonesia. He stated decision taken by Neth Cabinet send Stikker and Blom Wash Thurs this week confer Sec and UndSec on draft proposal submitted by Cochran, and requested our agreement. When queried, van Kleffens stated that purpose FonMin’s visit here would be two-fold: ( a ) to point out certain respects (unspecified by van Kleffens) in which draft proposal was considered by Neth Govt as impractical; ( b ) to ",frus1948v06,d311,https://history.state.gov/historicaldocuments/frus1948v06/d311,"856d.00/10–848: Telegram The Acting Secretary of State to the Embassy in the Netherlands Repeated as 484 to Batavia. secret niact Washington , October 9, 1948—1 p. m. 503. Statements FonMin contained ur 674 Oct 8, 4 pm, seem illogical and contradictory. Make early opportunity reiterate position which this Govt has consistently taken and which was clearly set forth in third from last para Deptel 436 to Batavia ( Usgoc 145) Sept 20, Telegrams 436, September 20, and 438, September 21 ( Usgoc 145), neither printed, but see footnote 1, p. 347 . which summarized memo conversation pouched to you. I m",,
77,cold-war,frus1948v06,d140,https://history.state.gov/historicaldocuments/frus1948v06/d140,"501. BC Indonesia/5–2148: Telegram The Acting Secretary of State to the Consulate General at Batavia secret Washington , May 27, 1948—7 p. m. 224. Usgoc 101. Dept favorably impressed analysis situation and proposed program set forth Gocus 275, May 21 and commends your initiative and resourcefulness. It is evident that 7-point program to achieve provisional Federal Govt can be put into effect only if agreement has been reached between parties on 4 issues identified in 3rd unnumbered para Gocus 275. Dept agrees with you that first 3 these issues should be resolved in general as you have suggeste",frus1948v06,d60,https://history.state.gov/historicaldocuments/frus1948v06/d60,"501. BC Indonesia/1–2348: Telegram The Acting Secretary of State to the Consulate General at Batavia confidential us urgent Washington , January 23, 1948—4 p. m. 26. No. 51 for Graham. Dept seriously concerned over differences arising ( urtel 108 Jan 21, Congentel 68 Jan 22 Latter not printed. ) from IndoDel conditional acceptance of 6 principles. In view Dept’s insistence on unconditional acceptance principles by Neth, Dept believes best hope for success further negotiation lies in a formal “unqualified acceptance” 6 principles by IndoDel to be followed by agreement on interpretations based o",,
78,cold-war,frus1948v06,d197,https://history.state.gov/historicaldocuments/frus1948v06/d197,"501. BC Indonesia/6–2548: Telegram The Secretary of State to the Consulate General at Batavia confidential us urgent Washington , June 25, 1948—2 p. m. 293. Usgoc 118. Following are pertinent portions letter addressed to Lovett by Van Kleffens June 22: [For text, see page 260 .] Dept believes that Neth desire that GOC respect Hatta-Van Mook discretion (2nd para foregoing letter) should be favorably considered by GOC and that para 2 Gocus 320 June 23 should be considered in connection therewith. At same time GOC as a body should, in Dept’s view, continue work in effort to achieve unanimity ( Us",frus1948v06,d179,https://history.state.gov/historicaldocuments/frus1948v06/d179,"501. BC Indonesia/6–1648: Telegram The Secretary of State to the Consulate General at Batavia secret us urgent niact Washington , June 16, 1948—7 p. m. 265. Usgoc 109. As indicated in Deptel 260 June 14, Dept desires Van Mook-Hatta talks be as productive as possible. However Dept must take account of contingency that direct talks may break down or be inconclusive. Should Van Mook-Hatta talks not resolve basic differences between parties, Dept is hopeful that GOC acting unanimously will present parties with a plan consistent with Renville Agreements which will be basis of agreement between part",,
79,cold-war,frus1948v06,d335,https://history.state.gov/historicaldocuments/frus1948v06/d335,"501. BC Indonesia/10–2048: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State secret us urgent niact Batavia , October 20, 1948—8 p. m. 935. Gocus 416. Have consulted Critchley and GOC chairman Herremans again regarding question GOC telegram dated October 12 to SC President See telegram 906, October 12, p. 411 . ( Usgoc 175 Telegram 518, October 19, 4 p. m., not printed. ). They expressed view that upon receipt telegram from chairman Repub delegate ( Gocus 407 Telegram 905, October 12, p. 408 . ) GOC was obliged under its own procedure ( Gocus 203 March 25) inform S",frus1948v06,d323,https://history.state.gov/historicaldocuments/frus1948v06/d323,"501. BC Indonesia/10–1248: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State Repeated in telegram Gadel 183, October 12, 7 p. m., to Paris (for Rusk and Bancroft). secret niact Batavia , October 12, 1948—10 p. m. [Received October 12—12:17 p. m.] 906. Gocus 408. Reference Gocus 407, Telegram 905, October 12, p. 408 . GOC sending following cablegram 12th to SC president Paris: “ GOC has honor state it has been informed that Repub delegation intends to present special report to SC . GOC is presently proceeding with the drafting of its fourth interim report which will",,
80,cold-war,frus1948v06,d32,https://history.state.gov/historicaldocuments/frus1948v06/d32,"890.00B/9–2248: Telegram The Acting Secretary of State to the Consulate General at Saigon Washington , September 22, 1948—6. p. m. 149. Text statement Dept spokesman Sept 16 response pertinent questions[:] “Dept has watched closely rapid increase of Communist activity which has taken place in southeast Asia since early this year and has naturally taken this development into consideration in determining its course of action. Results of these activities in Burma, Malaya, Indochina and Indonesia have been reported by press as they occurred from time to time and need not be reviewed. However, litt",frus1948v06,d15,https://history.state.gov/historicaldocuments/frus1948v06/d15,"851g.01/6–2248: Telegram The Secretary of State to the Embassy in China Paragraphs 1 and 2 repeated in telegram 109, July 7, 2 p. m., to Saigon, in response to inquiries made at the request of the Chinese Foreign Office. secret Washington , July 2, 1948—5 p. m. 974. ReEmbtel 1116 Jun 22. For text, see United States-Vietnam Relations, 1945–1967 , Book 8, pp. 125–126. 1. Depts info indicates that Ho Chi Minh is Communist. His long and well-known record in Comintern during twenties and thirties, continuous support by French Communist newspaper Humanité since 1945, praise given him by Radio Moscow",,
81,cold-war,frus1948v06,d554,https://history.state.gov/historicaldocuments/frus1948v06/d554,"740.00119 Control (Japan)/6–148: Airgram The Acting Political Adviser in Japan ( Sebald ) to the Secretary of State secret Tokyo , June 1, 1948 . [Received June 9—8:05 a. m.] A–114. During the course of an informal conversation with Sir Alvary Gascoigne, Head of the United Kingdom Liaison Mission, Sir Alvary said that in his opinion the Allied Council for Japan has outlived its usefulness. He termed the Allied Council “a redundant body” which has been grafted upon the Supreme Commander as the executive authority, and linked with the Far Eastern Commission as the policymaking body in the regime",frus1948v06,d567,https://history.state.gov/historicaldocuments/frus1948v06/d567,"740.00119 Control (Japan)/6–2648 The Acting Political Adviser in Japan ( Sebald ) to the Chief of the Division of Northeast Asian Affairs ( Allison ) secret personal Tokyo , June 26, 1948 . Dear John : As you are no doubt aware, the Allied Council for Japan appears to be slowly dying from inanition. From the forty-seventh meeting, held on December 10, 1947, until the sixty-second meeting on June 23, 1948, three subjects have been placed on the Agenda, two by the Soviet Member and one by the British Commonwealth Member. Of the former, the discussion was limited in scope and, in fact, amounted m",,
